-1.163827657699584961e+00,-1.353528261184692383e+00,3.287322819232940674e-01,5.521410703659057617e-01,-9.778751432895660400e-02,-1.596701145172119141e+00,-1.023699760437011719e+00,6.787054538726806641e-01,-5.423690080642700195e-01,-4.264978766441345215e-01,5.927120447158813477e-01,-1.189744099974632263e-01,5.826411843299865723e-01,-2.136946916580200195e-01,-2.949372529983520508e-01,-6.594589352607727051e-01,5.908942222595214844e-01,8.155530095100402832e-01,1.580168485641479492e+00,-1.368380427360534668e+00,-4.906331896781921387e-01,-8.567725867033004761e-02,5.866728425025939941e-01,8.300901651382446289e-01,-1.466994080692529678e-02,3.965880572795867920e-01,-4.899275675415992737e-02,1.386747002601623535e+00,1.099700257182121277e-01,9.844609498977661133e-01,-5.506133437156677246e-01,1.540474176406860352e+00,1.065581366419792175e-01,5.919123888015747070e-01,-9.536938667297363281e-01,3.208044171333312988e-01,1.273524761199951172e-01,6.328687667846679688e-01,-8.492155671119689941e-01,-2.822219207882881165e-02,-2.369424700736999512e-01,-3.294350579380989075e-02,2.001851648092269897e-01,1.485402107238769531e+00,2.571007966995239258e+00,8.416955471038818359e-01,-3.299995064735412598e-01,-2.290641665458679199e-01,1.439065933227539062e-01,-1.097198486328125000e+00
3.514856576919555664e+00,-1.868281722068786621e+00,9.013420939445495605e-01,-4.162754863500595093e-03,-1.997102856636047363e+00,-2.028301805257797241e-01,2.578276097774505615e-01,4.940043985843658447e-01,-6.387851834297180176e-01,-8.124345541000366211e-01,1.487852573394775391e+00,-1.648387551307678223e+00,-5.816544294357299805e-01,3.788207769393920898e-01,-1.188822031021118164e+00,-9.548327922821044922e-01,1.871805787086486816e+00,1.022487521171569824e+00,-8.373522162437438965e-01,-5.588888525962829590e-01,9.068679213523864746e-01,1.529029369354248047e+00,1.171210885047912598e+00,-6.320050358772277832e-01,2.444981634616851807e-01,-2.989740297198295593e-02,1.478489398956298828e+00,5.300270318984985352e-01,-1.052991390228271484e+00,7.274214029312133789e-01,1.352596998214721680e+00,1.909689068794250488e+00,-9.017098546028137207e-01,1.707417368888854980e+00,-5.292624831199645996e-01,1.220414996147155762e+00,-2.964878380298614502e-01,2.667654752731323242e+00,8.332625776529312134e-02,4.121760427951812744e-01,5.505916476249694824e-01,5.393655896186828613e-01,5.390448570251464844e-01,8.151082992553710938e-01,1.720144629478454590e+00,1.999993622303009033e-01,-1.295577287673950195e+00,1.230550646781921387e+00,-7.836171388626098633e-01,-1.155989803373813629e-02
-3.716701865196228027e-01,-1.444782853126525879e+00,1.312862802296876907e-02,-7.595595717430114746e-01,6.530896425247192383e-01,8.132388591766357422e-01,5.653591752052307129e-01,-3.907070159912109375e-01,-6.073905229568481445e-01,-9.704448580741882324e-01,4.061149656772613525e-01,2.425061225891113281e+00,-1.080953598022460938e+00,-1.189267396926879883e+00,-1.022548824548721313e-01,-5.415308102965354919e-02,-9.820303916931152344e-01,1.996370404958724976e-01,1.406843890435993671e-03,-1.824343204498291016e+00,4.437353610992431641e-01,1.154730200767517090e+00,-8.801496028900146484e-02,-1.215751767158508301e+00,7.221903800964355469e-01,-1.276327490806579590e+00,-8.649549484252929688e-01,-2.853316962718963623e-01,-7.375379800796508789e-01,-3.549724072217941284e-02,3.600342273712158203e-01,2.756824493408203125e-01,-4.288386926054954529e-02,-1.035487055778503418e+00,-1.557366847991943359e+00,-1.081778764724731445e+00,-4.094536304473876953e-01,-1.183663368225097656e+00,-6.391403675079345703e-01,1.462986826896667480e+00,7.119137048721313477e-02,-4.989947676658630371e-01,9.334602355957031250e-01,1.954938650131225586e+00,1.365631222724914551e-01,2.621341645717620850e-01,7.446486502885818481e-02,1.795556664466857910e+00,-5.754325985908508301e-01,1.507644653320312500e+00
9.303776025772094727e-01,-4.725483059883117676e-01,8.487636446952819824e-01,-7.191074490547180176e-01,-1.065089583396911621e+00,-2.148894548416137695e+00,-1.959920525550842285e-01,-1.150005087256431580e-01,1.491666197776794434e+00,-1.135742187500000000e+00,-1.024541735649108887e+00,6.047853827476501465e-01,-6.972882151603698730e-01,6.743942499160766602e-01,1.331706285476684570e+00,2.030356168746948242e+00,-5.711485147476196289e-01,-1.991169750690460205e-01,-6.636151671409606934e-01,-3.815770447254180908e-01,-5.275235772132873535e-01,-1.197980284690856934e+00,7.168056964874267578e-01,-1.015914082527160645e-01,-9.164482951164245605e-01,4.788255393505096436e-01,-1.308418750762939453e+00,2.995654940605163574e-01,2.810666561126708984e-01,-2.171298980712890625e+00,9.632460772991180420e-02,1.583625078201293945e+00,5.447134971618652344e-01,-2.750397920608520508e-01,-3.816150128841400146e-01,-6.969422101974487305e-01,-3.842607736587524414e-01,-2.423485040664672852e+00,3.737260699272155762e-01,1.514947772026062012e+00,1.514135479927062988e+00,1.177615284919738770e+00,-6.587828993797302246e-01,-6.678169369697570801e-01,-1.010767579078674316e+00,9.845231175422668457e-01,1.027647137641906738e+00,8.513812422752380371e-01,1.629268765449523926e+00,1.339170455932617188e+00
-1.229173421859741211e+00,-8.235791325569152832e-01,1.378690958023071289e+00,1.130476593971252441e+00,-6.154701113700866699e-01,-6.417997479438781738e-01,-1.044204711914062500e+00,4.498832225799560547e-01,-3.889292478561401367e-01,-1.121251821517944336e+00,1.273898959159851074e+00,-6.805174052715301514e-02,1.103657841682434082e+00,-3.234065175056457520e-01,1.852303445339202881e-01,6.197922825813293457e-01,2.777452468872070312e-01,5.468189716339111328e-01,-1.124415159225463867e+00,-2.246759086847305298e-01,-8.532616496086120605e-02,-9.306377172470092773e-01,4.104771092534065247e-02,1.427459597587585449e+00,-6.152262091636657715e-01,1.067809820175170898e+00,7.017562389373779297e-01,-6.229897737503051758e-01,-4.290516376495361328e-01,2.520445287227630615e-01,-1.083391308784484863e+00,-9.725028276443481445e-01,1.380981206893920898e-01,5.596110820770263672e-01,9.072868227958679199e-01,6.721325516700744629e-01,7.336526513099670410e-01,1.658967614173889160e+00,-6.180624663829803467e-02,-1.350227713584899902e+00,5.769368410110473633e-01,1.511217236518859863e+00,-7.874631881713867188e-02,1.278290271759033203e+00,2.226321935653686523e+00,1.001147389411926270e+00,-8.220062255859375000e-01,-3.421541452407836914e-01,-1.019096136093139648e+00,-1.554136276245117188e-01
-8.492175340652465820e-01,8.673619627952575684e-01,-1.269597560167312622e-01,7.764163613319396973e-01,1.252424478530883789e+00,-4.249079525470733643e-01,-5.497788786888122559e-01,-4.958374798297882080e-01,7.067596912384033203e-01,-3.207379579544067383e-02,-4.220482409000396729e-01,1.038579344749450684e+00,1.104767203330993652e+00,1.088374733924865723e+00,6.268516927957534790e-02,4.983379542827606201e-01,-5.895648598670959473e-01,-1.159537076950073242e+00,1.805783152580261230e+00,-8.713909387588500977e-01,6.683357357978820801e-01,-3.494831025600433350e-01,-1.224154233932495117e-01,-8.983648419380187988e-01,3.651960492134094238e-01,5.338876247406005859e-01,-3.615377545356750488e-01,2.350927591323852539e-01,-6.700515151023864746e-01,-1.038896322250366211e+00,-5.525836348533630371e-01,-5.912932381033897400e-02,1.636220455169677734e+00,3.123695030808448792e-02,2.060818910598754883e+00,1.820556372404098511e-01,8.733663707971572876e-02,-1.746187686920166016e+00,1.283803105354309082e+00,1.680693402886390686e-02,-3.649242594838142395e-02,2.258493006229400635e-01,5.024621486663818359e-01,-2.687231004238128662e-01,-1.344335794448852539e+00,6.169139146804809570e-01,6.918890476226806641e-01,-1.190368771553039551e+00,8.054987192153930664e-01,-6.387004256248474121e-01
-1.527868866920471191e+00,1.514620929956436157e-01,9.352156519889831543e-01,7.883650064468383789e-01,5.383483767509460449e-01,-1.406923294067382812e+00,-1.861094117164611816e+00,-8.350322246551513672e-01,-4.254807159304618835e-02,-6.810441613197326660e-01,5.437135696411132812e-01,-7.516962289810180664e-02,1.093830347061157227e+00,-9.278194308280944824e-01,-9.087862372398376465e-01,-5.010365247726440430e-01,-8.265539407730102539e-01,-1.870877385139465332e+00,1.810838460922241211e+00,-1.872154951095581055e+00,-5.832732319831848145e-01,-7.446884512901306152e-01,-9.025283455848693848e-01,3.923844695091247559e-01,-1.030113250017166138e-01,7.346707582473754883e-01,-1.086684226989746094e+00,-1.086836934089660645e+00,-6.269471049308776855e-01,-1.228026032447814941e+00,-1.722058773040771484e+00,1.418232560157775879e+00,-6.081214547157287598e-02,1.090195655822753906e+00,1.006289005279541016e+00,3.884043097496032715e-01,2.946794927120208740e-01,-7.512341737747192383e-01,-1.263125538825988770e+00,2.828755378723144531e-01,-8.423213362693786621e-01,3.354360461235046387e-01,4.185154139995574951e-01,-9.932289272546768188e-02,2.164831757545471191e-01,-1.352698326110839844e+00,2.969430387020111084e-01,-1.094578504562377930e+00,6.328800320625305176e-01,-4.906976819038391113e-01
3.008317351341247559e-01,2.304095506668090820e+00,4.939303994178771973e-01,2.338241636753082275e-01,5.427206754684448242e-01,1.576103806495666504e+00,1.406522750854492188e+00,-4.992334246635437012e-01,-2.718876898288726807e-01,1.278828859329223633e+00,2.634820044040679932e-01,-1.630950450897216797e+00,-3.625519573688507080e-01,-2.090856075286865234e+00,1.391793727874755859e+00,8.426570892333984375e-01,-2.225107908248901367e+00,-7.073844224214553833e-02,6.337525248527526855e-01,-2.772412449121475220e-02,-1.257630825042724609e+00,-7.228808403015136719e-01,7.455914616584777832e-01,2.307583838701248169e-01,5.322536230087280273e-01,3.138151392340660095e-02,-7.669736742973327637e-01,-1.087804198265075684e+00,2.813249528408050537e-01,3.843378424644470215e-01,-1.262456536293029785e+00,-1.673181295394897461e+00,7.683519721031188965e-01,-3.201862871646881104e-01,-4.227492809295654297e-01,-4.465888142585754395e-01,1.662954688072204590e-02,-6.415761709213256836e-01,1.945996522903442383e+00,-9.067476391792297363e-01,-7.915591597557067871e-01,-9.023355692625045776e-02,2.751649916172027588e-01,-1.807895541191101074e+00,-1.867531299591064453e+00,3.933754563331604004e-01,5.997709631919860840e-01,-8.206973075866699219e-01,-8.507852554321289062e-01,1.486865878105163574e-01
1.470084309577941895e+00,3.791362941265106201e-01,2.701497375965118408e-01,-1.345490217208862305e-01,-2.199351787567138672e-01,-9.342811703681945801e-01,4.967419505119323730e-01,5.087272524833679199e-01,1.418006777763366699e+00,1.670164346694946289e+00,7.645177245140075684e-01,7.495072484016418457e-01,3.352044895291328430e-02,1.889755874872207642e-01,-3.869310915470123291e-01,-1.006135344505310059e+00,-3.236926198005676270e-01,4.069909155368804932e-01,1.322984099388122559e-01,-7.887628078460693359e-01,1.069997787475585938e+00,9.198980331420898438e-01,9.227426052093505859e-01,-1.781741499900817871e+00,6.835483014583587646e-02,-6.540046334266662598e-01,-9.121619910001754761e-02,-1.077175363898277283e-01,-6.871273517608642578e-01,-2.956495285034179688e-01,2.173552522435784340e-03,4.228370487689971924e-01,9.928024411201477051e-01,-4.210954532027244568e-02,4.592248201370239258e-01,4.232738912105560303e-01,-1.203647732734680176e+00,7.736159563064575195e-01,2.865550518035888672e-01,1.013953611254692078e-01,2.095212694257497787e-03,1.475360840559005737e-01,-8.506591320037841797e-01,-6.697948575019836426e-01,2.507617175579071045e-01,1.126667022705078125e+00,3.262379020452499390e-02,-9.122862815856933594e-01,2.121109068393707275e-01,7.565804123878479004e-01
-1.498638093471527100e-01,-6.252525448799133301e-01,-1.662440001964569092e-01,-2.049073457717895508e+00,-1.069877266883850098e+00,-3.317949920892715454e-02,7.761384844779968262e-01,4.359135627746582031e-01,9.154860973358154297e-01,-1.122067809104919434e+00,9.829552173614501953e-01,9.725778698921203613e-01,9.171348810195922852e-02,1.821603924036026001e-01,8.535807728767395020e-01,8.023595809936523438e-02,-8.457441329956054688e-01,-1.585169553756713867e+00,1.016217827796936035e+00,-2.099504232406616211e+00,-2.192997932434082031e-01,1.300712108612060547e+00,-8.858831971883773804e-02,-5.228815078735351562e-01,1.077296853065490723e+00,6.172544136643409729e-02,-3.685076534748077393e-01,-5.453912019729614258e-01,-1.498399615287780762e+00,-1.892211884260177612e-01,3.616248816251754761e-02,-1.477732360363006592e-01,4.173113405704498291e-01,4.727151393890380859e-01,8.253791332244873047e-01,-5.663586780428886414e-02,-1.286512851715087891e+00,-9.275062680244445801e-01,-5.126306414604187012e-01,2.042807817459106445e+00,7.140764594078063965e-01,-2.047852277755737305e+00,9.804032444953918457e-01,1.489257097244262695e+00,-3.502070605754852295e-01,-9.324877858161926270e-01,2.128339707851409912e-01,-2.039332628250122070e+00,9.167050719261169434e-01,3.234961628913879395e-01
