"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,0,0.302469252058045,-0.384997785188428,0,0,0,0,0,0,0,0,-0.410720848394238,0,0,0,0.204242534523674,0,-0.281825531330252,0,0,-2.77555756156289e-17,6.7261560027665e-19,5.91228287789812e-18,-2.88049766402414e-17,-5.67300606345213e-17,3.36354407257331e-17,-8.81236452127715e-18,2.77555756156289e-17,-1.38777878078145e-17,0,4.14788576634739e-17,2.74932253594758e-17,-2.89008890865026e-17,-3.74357593249935e-17,-5.84709615929273e-17,-0.366454794302777,0.26340210975782,0.256299152996713,3.78865022933145e-17,3.99485994504431e-17,0.177538821502398,1.07776593282906e-17,6.70903547072296e-18,-4.16333634234434e-17,-4.31765507270227e-18,-1.41267383977889e-17,-1.32861274559328e-17,-0.381621741479945,-5.35054536606834e-17
0,0,0,0,0,0,0,-0.362467484729146,2.77555756156289e-17,0.398760164489437,5.03024684030331e-18,0,0.183872686921354,0,0,0,-0.267938923457484,-0.277907503677084,-1.89080346481178e-17,0.366334630548149,-1.38777878078145e-17,0,-1.38777878078145e-17,8.49969379225692e-18,1.96826234766705e-17,5.46533723450513e-17,-2.21757060009366e-17,-0.212531413664447,-1.68700729938671e-17,1.16827232484005e-17,1.51353495178903e-17,-0.279211580873602,-1.4136416989108e-17,2.77555756156289e-17,3.5952031229612e-17,8.32667268468867e-17,-1.38777878078145e-17,2.77555756156289e-17,0.252246141396723,-0.332381708307753,1.66929483839129e-17,-2.77555756156289e-17,-4.28463161365388e-17,2.06972048242116e-17,-0.252907328445824,-3.45383857227492e-17,-9.15479692679984e-18,8.20141556363529e-18,-1.38777878078145e-17,4.69827251773967e-17
0,0,0,0,0,0,0,0,0,0,0,0,0.320475959381227,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-2.22374868089922e-18,-1.38777878078145e-17,3.46944695195361e-18,2.77555756156289e-17,-8.18459217496163e-18,0,0,-0.299498090381101,0,1.2456982710544e-18,8.67361737988404e-19,-1.38777878078145e-17,-1.38777878078145e-17,9.78549172033364e-18,0,0.370789106049648,-1.2456982710544e-18,1.23875769342989e-17,-4.00474267437278e-18,0.324754973189753,0,1.38777878078145e-17,0.36572423217581,1.95610081968963e-18,1.69044800723424e-17,-1.95610081968963e-18,-6.20438291786957e-18,2.37508329412561e-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32092555372613,0.285649698874279,4.45373673671659e-18,0,3.66630490890621e-17,1.8331524544531e-17,-1.38777878078145e-17,0,-1.38777878078145e-17,-0.405684220601174,2.5786996046103e-17,0.37916574617953,-1.38777878078145e-17,0.192039404434984,0.321344705021171,0,-5.94941599112777e-18,0,-0.319585733268016,7.16209955354471e-17,0.260645421856503,-8.05232808808638e-18,2.77555756156289e-17,8.98325173450198e-18,2.22686836835829e-18,-2.23724462439125e-18,0.260093339844997,3.14462958414151e-17,1.62338005755889e-17
0,0,0,0,0,0,0,0,0,0,0,0.190670799618786,0,-6.93889390390723e-18,0,0,0,0,0,-3.46944695195361e-18,0,-0.235454226528249,8.67361737988404e-18,5.29217779651163e-18,1.32304444912791e-18,-0.330681508840606,7.35057293075613e-18,0.247012962614562,0,-0.269871244339914,0,2.64608889825582e-18,6.93889390390723e-18,-0.444109310074772,0,5.55111512312578e-17,-0.236040804793296,3.33714250704082e-17,-4.55682711139504e-19,2.71211565093831e-17,-1.67057910881325e-17,2.17060452918554e-17,-5.20417042793042e-18,1.43591810395728e-17,0.198835417135507,8.67361737988404e-19,-7.55641244418058e-18,1.73472347597681e-18,-2.62848742453957e-17,1.78029174709076e-17
0,0,0,0,0,0,0.32206848405734,0,0,0,-4.46959808133224e-18,0,0,0,0,0,2.77555756156289e-17,0,0,0,-3.23495017004475e-18,0.326986160656829,0,-0.255488042289149,0,-0.341573929226505,2.60208521396521e-17,2.46929582257499e-18,-2.9693713872643e-18,0.25471934478844,2.77555756156289e-17,-0.49547270815891,1.00015112937863e-18,6.93889390390723e-18,-6.32156994826348e-18,3.09905257856737e-17,-2.00030225875725e-18,0.299142202638828,1.38777878078145e-17,-2.1017055257453e-17,2.98886672657764e-17,7.55621785955098e-18,0.417436613938984,1.2643139896527e-17,-1.48779389371931e-17,9.37406649030463e-18,-7.20687292552164e-17,-1.28776366784358e-17,-8.93919616266448e-18,2.26686535786529e-17
0,0,0,0,0,0,0,0,0.273257545364781,0,1.38777878078145e-17,0,0,0,0,0.432705732539588,0.323657466720713,0,0,0,2.08166817117217e-17,0,-3.79221023145667e-18,-2.77555756156289e-17,0.425636116365648,-1.97093552980829e-19,-8.34395219807367e-18,1.38777878078145e-17,6.45526559006104e-19,0,0.446344880091755,-4.72789470169373e-17,-1.38777878078145e-17,-9.48052557864167e-19,-3.22763279503052e-19,-2.08166817117217e-17,2.61761534921249e-17,-8.72259169962773e-18,3.79221023145667e-18,-1.88918177185241e-18,-3.78411531919867e-17,3.85645340868105e-18,-0.319060986524691,-3.45098631530347e-18,-2.99732930869933e-18,5.4376443190549e-18,1.2432269796946e-16,-8.24796692553524e-18,2.77555756156289e-17,2.40044739566446e-18
0,0,0,0,0,0,0,0,0.238981827375899,0,1.38777878078145e-17,0,0,0,0,-0.214228297806562,0,0,-1.38777878078145e-17,0,0,0,-0.306392472777775,1.38777878078145e-17,7.24470962732151e-18,2.50346972340637e-18,1.33813557152496e-17,0,3.16363122853933e-18,0,1.52907861707141e-19,7.93175808903695e-18,-4.85722573273506e-17,-8.29134772561618e-19,1.52907861707141e-19,0.372898513228593,-0.313459184521629,0.420529118273987,3.31653909024647e-18,-2.1122497435136e-17,3.10721147058754e-17,-0.247383201081061,-4.82664416039363e-17,-1.21554608143404e-17,-2.97889224316758e-17,-2.72619323710643e-18,2.82108056406936e-19,-4.01265253746538e-18,-0.286530241103275,-3.01072336683219e-18
0,0,0,0,0,0,0,0,0,0,-0.41282516066422,0,0,0,0,0,-0.353876736244629,0,0.328679822143273,0,0,0,1.38777878078145e-17,-0.349439686756109,2.77555756156289e-17,-2.08745683468222e-17,2.55733744108289e-18,0,-2.77555756156289e-17,0,1.38777878078145e-17,-3.4562473458447e-18,0.228357103736179,3.46944695195361e-18,1.38777878078145e-17,0.196464681013745,2.2026475634204e-17,2.86454999071248e-18,-1.38777878078145e-17,-3.37387226011447e-17,-1.38777878078145e-17,4.62649997946039e-18,2.77555756156289e-17,-3.06201256063414e-17,2.91878506109852e-17,2.28067441420727e-18,-1.5243293967864e-17,2.8573649341329e-17,0.356549921744449,3.97291502965632e-17
0,0,0,0,0,0,0,0,0,0,0,0,0.288301302634707,0,0,-0.297803086574898,0,-1.38777878078145e-17,-1.38777878078145e-17,0,0,0,-3.08751793315565e-19,-2.77555756156289e-17,3.85185988877447e-34,3.46944695195361e-17,-7.74444761247534e-18,0.218727587818368,0,1.99079829069248e-17,0,7.08104652043032e-18,-6.93889390390723e-18,-0.350924322079001,0,-4.96930576727689e-18,6.93889390390723e-18,-1.61522963169957e-17,0.312331130612408,-1.28775417321442e-17,3.12205296343446e-17,-0.228394629684806,-0.340620788270862,-0.387752757687523,1.38777878078145e-17,2.09628671245435e-18,-3.12242843835838e-17,-1.27370808079778e-19,-1.66343133366748e-18,5.19015928555094e-17
