"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-1.22891756205142,-1.40472360318983,0.31072150286598,0.566157831963941,-0.133097788347433,-1.6625990920394,-1.0888377170308,0.692237882003216,-0.601323291169633,-0.469612950452715,0.609508724417417,-0.155235475735561,0.565269434809623,-0.250176246050516,-0.322646835441211,-0.698945618017441,0.59698831819337,0.83468018742216,1.61927599440001,-1.43484829024212,-0.547078037239694,-0.124424066336525,0.572862694114435,0.872862537951641,-0.0636263401245503,0.405053812797028,-0.0722916431464189,1.38278566856123,0.109969633445624,1.00975634674468,-0.590141201563613,1.53158633864915,0.099803880407294,0.60996703036835,-0.965710733223242,0.343798081756784,0.171529137375485,0.628065663675211,-0.897293333753964,-0.0210229834566577,-0.212030538220371,-0.0461733599462397,0.214115421781767,1.51272947843257,2.5860493322665,0.827740980777582,-0.353757398579973,-0.251887481110031,0.126869926946674,-1.10092328717839
3.57062890213504,-1.93040608283391,0.896198241458596,-0.00268253990925777,-2.08642968138995,-0.238782129540105,0.232310253324463,0.501188239879739,-0.700247109876361,-0.863074876053496,1.53461335915445,-1.71927902048853,-0.628852481031992,0.352088244954475,-1.22992491266305,-1.00404654218249,1.93256629882537,1.04886750827035,-0.884298735168082,-0.609437228241687,0.912415122715155,1.54617263500869,1.17225942922233,-0.646567016511471,0.20479495193024,-0.0369408801665869,1.50444505969539,0.501275375666695,-1.09328246892958,0.744323949937465,1.34083630927348,1.90095372484926,-0.942658463975341,1.73279465086554,-0.534561644079003,1.26190700955749,-0.260300394220011,2.69279930803708,0.0465952599409791,0.425071903344507,0.584251021296857,0.53987743498528,0.561216951840504,0.840797753450972,1.7231050272313,0.183554200612795,-1.34540333955656,1.22535301770653,-0.811743560854642,-0.000756368856753536
-0.416296724581433,-1.49791576557163,-0.011973932480689,-0.775102447334334,0.639134349182212,0.799116152427719,0.549349696751126,-0.413932780894913,-0.668035883363036,-1.02416624013982,0.41666549905175,2.44640467432133,-1.14094256331533,-1.24180071006354,-0.127077464412419,-0.0737061467778523,-1.04306494140635,0.197177368895307,-0.0156832217795761,-1.89977799063477,0.428738417279723,1.15891776409283,-0.118975513976093,-1.25320460780977,0.699542393415409,-1.32869780873208,-0.914565065465557,-0.337676798072813,-0.76690021398438,-0.0435055507624174,0.333792438553604,0.266271744037,-0.0547062909363436,-1.02811528065155,-1.57893834181981,-1.0876259401126,-0.375395555953765,-1.21520209348766,-0.684662023996214,1.48947512234113,0.0995258691329834,-0.523414920742463,0.965225418470532,1.98341332285313,0.117039195354,0.245930148886012,0.0616264653295521,1.79718166751987,-0.601069865232941,1.53877867334389
0.919386296567909,-0.505039232235595,0.842438259809883,-0.733738729384075,-1.12791002612396,-2.22665564987795,-0.235540006249201,-0.128749592243978,1.48561441628639,-1.19268652575521,-1.06188125353579,0.5849123484306,-0.74744847444981,0.652524919976952,1.32836885695027,2.07944898755481,-0.614647651954666,-0.215552307182271,-0.704377353439364,-0.428638437745808,-0.585604868833831,-1.27522747558099,0.706303480605052,-0.0953538228202486,-0.997601248689199,0.490281920096154,-1.37232861216441,0.264145133105973,0.286993916475409,-2.24904552458135,0.0662353815503958,1.57475492627712,0.552818845882802,-0.262676101282362,-0.384577316579288,-0.694876135697345,-0.349727807089037,-2.47327141645046,0.340528529840872,1.54210818227278,1.55849745520106,1.19345204473942,-0.665744737419289,-0.645751047166329,-1.04658170620121,0.971122875287221,1.04054219750393,0.841604918087601,1.62999166412732,1.36804986244071
-1.29595147757551,-0.863522928119385,1.38427342837163,1.1575262438477,-0.665503286604042,-0.687182574597876,-1.10997649671599,0.455550527944395,-0.443892735094516,-1.17791362929673,1.31349783309709,-0.103159756683462,1.0996332487514,-0.361693230334159,0.164715216116552,0.622433166076861,0.270474897450952,0.556527423717494,-1.18158010903241,-0.268651676285117,-0.123791867361538,-0.998631307660986,0.013367891698363,1.49365696717691,-0.685624529253637,1.10068470791482,0.702665758653072,-0.685105459331848,-0.44772641078261,0.253425044519308,-1.13069230093722,-0.982429385222449,0.132413508846958,0.577453721439902,0.924724719248212,0.702350427299498,0.78925780509597,1.6692665954528,-0.10030315363888,-1.36012883141619,0.61088884875026,1.53506399919497,-0.0716003059503449,1.30511149602038,2.23646935257641,0.987811569043955,-0.859047057613532,-0.366343077544129,-1.05003796401098,-0.146535201913927
-0.906180311295292,0.863319189537891,-0.155210179869133,0.795487137891019,1.25551413292058,-0.465631018256258,-0.600264738664679,-0.52267679640816,0.680293564077783,-0.0674981104274641,-0.439219824045317,1.02852875776013,1.10077089469251,1.07331696006657,0.0403339126743542,0.496979213737629,-0.633849992485098,-1.20963359213686,1.85292176069734,-0.928084949793946,0.663301810398088,-0.397361028469367,-0.154250430957968,-0.923371761276638,0.329802161543392,0.547346330401262,-0.394914865319473,0.197806822860406,-0.697075715249796,-1.0796676464452,-0.592140170724436,-0.0686783970009215,1.68134306828761,0.0456111510161359,2.0965142472042,0.202196241261705,0.130759017032942,-1.78600561797893,1.26167907776592,0.0245886020731742,-0.00935401743519541,0.218833301583889,0.523744447423867,-0.245682032702706,-1.38488617917837,0.60208688675393,0.695719560769506,-1.22480039351272,0.796372319774442,-0.636289455133995
-1.60236303952926,0.132219813516014,0.930833010214709,0.807705130811398,0.521129848891018,-1.46874402346678,-1.95212143855829,-0.873530530587301,-0.0885026829574891,-0.729122572499826,0.558870150108388,-0.110438811410615,1.08955396337825,-0.976050998746598,-0.945693179722758,-0.535306146400064,-0.88095322061426,-1.94590516922697,1.85815693280097,-1.94852991006992,-0.643827501531097,-0.806245723656244,-0.954193613353478,0.417992703905296,-0.155121812002097,0.755430984719994,-1.14344412304606,-1.1623744941438,-0.652477939800453,-1.27497275315061,-1.77867771965424,1.40929414890881,-0.0732425930383781,1.11152124271555,1.02529378469106,0.412787996476478,0.342010204808144,-0.776408435854575,-1.31623954275019,0.294098855164097,-0.824133621749371,0.331051286219851,0.437755972458622,-0.0758678837376683,0.198093996003836,-1.37516990745646,0.290110973331402,-1.12785337926379,0.621689761225349,-0.486306136472784
0.273577615785455,2.3305565249829,0.479631751996826,0.240667493568327,0.525626506925892,1.57837047750691,1.41651926529122,-0.526189510024364,-0.323807104254789,1.26896551726768,0.269257978025989,-1.70144709763992,-0.404137182505309,-2.15822371305854,1.38935668474094,0.852637230386454,-2.33919398233112,-0.0826743257164799,0.639171392570784,-0.0678266460933271,-1.34809901960736,-0.783683275929726,0.735820959921067,0.250028664162661,0.502824251199403,0.0265664644898341,-0.813424333320724,-1.16336979226615,0.287261147292991,0.390037970156894,-1.31236991792092,-1.68339745066045,0.784041780546868,-0.308118983532411,-0.426362615294058,-0.439374809554727,0.0587191301240001,-0.665136529611386,1.93192971148094,-0.910912337038754,-0.772807642120496,-0.104839004621509,0.290918958600498,-1.78861544986556,-1.9155101184716,0.377680801603417,0.601114470245298,-0.850664871305462,-0.879714745603963,0.161634576044415
1.47303500585032,0.364727862844905,0.250822593371074,-0.136007095649746,-0.258719314360344,-0.985947619546768,0.478611007373114,0.51641712333548,1.41003922605969,1.66793158648082,0.787065517557255,0.732911167338668,0.00208157981311656,0.159119407196706,-0.416019018243216,-1.05703855558166,-0.356630935912878,0.411798678713943,0.119867572192871,-0.843831822796947,1.08278127427926,0.915957319374629,0.917475241622349,-1.84138888566304,0.022362699273757,-0.683743875803816,-0.115876606771906,-0.154923119634746,-0.714743135330487,-0.312152344919663,-0.0292893096721435,0.413487173261289,1.0161042643284,-0.0282168192199418,0.469570968809609,0.448374579439575,-1.18455978630009,0.770884353062475,0.252296877893519,0.110271191510087,0.0296622322873969,0.138639703800195,-0.862287836585878,-0.64773381919662,0.23285923171986,1.1138183744288,0.0186557883536309,-0.943359830050843,0.195889720910581,0.777663492978785
-0.18876052132659,-0.660985587589674,-0.195377175963512,-2.09367595372691,-1.13283386470188,-0.0654866669420274,0.766645625251987,0.44110065505195,0.894448615451692,-1.17874549587396,1.01281503320758,0.961032808587076,0.0617653818293983,0.152192085582785,0.843079703931203,0.0651085130552297,-0.900962329808407,-1.65018379420892,1.03525102695516,-2.18035020418253,-0.263708477568974,1.30995258350649,-0.119563450036118,-0.533164313819467,1.06732749062045,0.0580138518865299,-0.402109483955802,-0.605261421542728,-1.55412190932928,-0.202248885393225,0.00519551421130279,-0.157358946017554,0.421095958938478,0.489987385013567,0.841520617707318,-0.0414033991620744,-1.26898699334044,-0.955274863494991,-0.556612950601943,2.07679623315143,0.749551802802738,-2.10946180787878,1.01331021180911,1.51659398923097,-0.376642378060922,-0.953328389327877,0.203731179884175,-2.08401590476947,0.908908285362447,0.338783510582764
